Order,Latitude,Longitude,Unused,Altitude,Days,Date,Time
0,39.8542316,116.34847990000002,0,216.5,40007.9754861111,2009-07-13,23:24:42
1,39.8542249,116.34843659999999,0,216.5,40007.9755208333,2009-07-13,23:24:45
2,39.8542216,116.3483933,0,216.5,40007.975555555604,2009-07-13,23:24:48
3,39.8542183,116.34837490000001,0,216.5,40007.9755902778,2009-07-13,23:24:51
4,39.8542316,116.3484049,0,216.5,40007.975625,2009-07-13,23:24:54
5,39.8542466,116.34843490000002,0,216.5,40007.9756597222,2009-07-13,23:24:57
6,39.8542466,116.34843490000002,0,216.5,40007.9756712963,2009-07-13,23:24:58
7,39.854253299999996,116.34843000000001,0,216.5,40007.9756944444,2009-07-13,23:25:00
8,39.854255,116.3484466,0,216.5,40007.9757291667,2009-07-13,23:25:03
9,39.8542499,116.34845829999999,0,216.5,40007.9757638889,2009-07-13,23:25:06
10,39.854255,116.3484966,0,216.5,40007.9757986111,2009-07-13,23:25:09
11,39.8542466,116.34848500000001,0,216.5,40007.9758333333,2009-07-13,23:25:12
12,39.8542283,116.34842659999998,0,216.5,40007.975868055604,2009-07-13,23:25:15
13,39.8542349,116.34843659999999,0,216.5,40007.9759027778,2009-07-13,23:25:18
14,39.8542466,116.34845,0,216.5,40007.9759375,2009-07-13,23:25:21
15,39.854255,116.34846499999999,0,216.5,40007.9759722222,2009-07-13,23:25:24
16,39.85426,116.34845,0,213.3,40007.9760185185,2009-07-13,23:25:28
17,39.854268299999994,116.3484683,0,213.3,40007.9760532407,2009-07-13,23:25:31
18,39.8542816,116.3484916,0,213.3,40007.976087963,2009-07-13,23:25:34
19,39.854298299999996,116.3485483,0,213.3,40007.9761226852,2009-07-13,23:25:37
20,39.8543049,116.34858659999999,0,213.3,40007.9761574074,2009-07-13,23:25:40
21,39.8543216,116.34860659999998,0,213.3,40007.9761921296,2009-07-13,23:25:43
22,39.8543333,116.3486416,0,213.3,40007.9762268519,2009-07-13,23:25:46
23,39.8543483,116.3486649,0,213.3,40007.9762615741,2009-07-13,23:25:49
24,39.8543599,116.3486683,0,213.3,40007.9762962963,2009-07-13,23:25:52
25,39.854366600000006,116.34865829999998,0,213.3,40007.976365740695,2009-07-13,23:25:58
26,39.8543599,116.3486683,0,213.3,40007.976400463,2009-07-13,23:26:01
27,39.8543599,116.3486683,0,213.3,40007.9764351852,2009-07-13,23:26:04
28,39.8543683,116.34866159999999,0,213.3,40007.9764583333,2009-07-13,23:26:06
29,39.854366600000006,116.34864830000001,0,213.3,40007.9764930556,2009-07-13,23:26:09
30,39.8543749,116.3486416,0,213.3,40007.9765625,2009-07-13,23:26:15
31,39.8543749,116.3486416,0,213.3,40007.9765972222,2009-07-13,23:26:18
32,39.8543749,116.3486416,0,213.3,40007.9766203704,2009-07-13,23:26:20
33,39.8543883,116.34865159999998,0,213.3,40007.9766550926,2009-07-13,23:26:23
34,39.854409999999994,116.34865159999998,0,213.3,40007.9766898148,2009-07-13,23:26:26
35,39.8544333,116.34863490000002,0,213.3,40007.976724537,2009-07-13,23:26:29
36,39.8544516,116.348605,0,213.3,40007.976759259305,2009-07-13,23:26:32
37,39.8544349,116.3485633,0,213.3,40007.9767939815,2009-07-13,23:26:35
38,39.8544516,116.34853659999999,0,213.3,40007.9768287037,2009-07-13,23:26:38
39,39.8544783,116.34850829999999,0,213.3,40007.9768634259,2009-07-13,23:26:41
40,39.854508200000005,116.3484916,0,213.3,40007.9768981481,2009-07-13,23:26:44
41,39.8545283,116.34845829999999,0,213.3,40007.9769328704,2009-07-13,23:26:47
42,39.8545599,116.34842490000001,0,213.3,40007.9769675926,2009-07-13,23:26:50
43,39.8545716,116.3483933,0,213.3,40007.9770023148,2009-07-13,23:26:53
44,39.854588299999996,116.34836159999999,0,213.3,40007.977037037,2009-07-13,23:26:56
45,39.854595,116.3483283,0,213.3,40007.9770717593,2009-07-13,23:26:59
46,39.854599900000004,116.34831000000001,0,213.3,40007.9771064815,2009-07-13,23:27:02
47,39.8546449,116.3482966,0,213.3,40007.9771412037,2009-07-13,23:27:05
48,39.8547016,116.3482966,0,216.5,40007.9771759259,2009-07-13,23:27:08
49,39.854766600000005,116.34831000000001,0,216.5,40007.9772106481,2009-07-13,23:27:11
50,39.854805,116.3483199,0,216.5,40007.9772453704,2009-07-13,23:27:14
51,39.854805,116.3483199,0,216.5,40007.977256944396,2009-07-13,23:27:15
52,39.854811600000005,116.3483199,0,216.5,40007.9772800926,2009-07-13,23:27:17
53,39.854811600000005,116.3483316,0,216.5,40007.9774074074,2009-07-13,23:27:28
54,39.854839899999995,116.3483416,0,216.5,40007.9774421296,2009-07-13,23:27:31
