Order,Latitude,Longitude,Unused,Altitude,Days,Date,Time
0,39.9843349,116.3089433,0,242.8,39899.4046527778,2009-03-27,09:42:42
1,39.984241600000004,116.30878500000001,0,242.8,39899.4046875,2009-03-27,09:42:45
2,39.9841816,116.30863490000002,0,242.8,39899.4047222222,2009-03-27,09:42:48
3,39.984120000000004,116.3084233,0,242.8,39899.4047569444,2009-03-27,09:42:51
4,39.984063299999995,116.3081983,0,242.8,39899.4047916667,2009-03-27,09:42:54
5,39.984004999999996,116.3080933,0,242.8,39899.4048263889,2009-03-27,09:42:57
6,39.98395,116.3079183,0,242.8,39899.4048611111,2009-03-27,09:43:00
7,39.9839333,116.3078033,0,242.8,39899.4048958333,2009-03-27,09:43:03
8,39.984043299999996,116.3082649,0,246.1,39899.404930555604,2009-03-27,09:43:06
9,39.98406,116.30823659999999,0,249.3,39899.4049652778,2009-03-27,09:43:09
10,39.9842016,116.30825659999999,0,249.3,39899.405,2009-03-27,09:43:12
11,39.9842016,116.30825659999999,0,249.3,39899.405011574105,2009-03-27,09:43:13
12,39.9842016,116.3082499,0,249.3,39899.4050347222,2009-03-27,09:43:15
13,39.984164899999996,116.3082049,0,249.3,39899.4050694444,2009-03-27,09:43:18
14,39.984159999999996,116.30816659999999,0,249.3,39899.4051041667,2009-03-27,09:43:21
15,39.984081599999996,116.3080999,0,252.6,39899.4051388889,2009-03-27,09:43:24
16,39.98408,116.3080183,0,252.6,39899.4051736111,2009-03-27,09:43:27
17,39.9839599,116.307965,0,252.6,39899.4052083333,2009-03-27,09:43:30
18,39.9838683,116.30793159999999,0,255.9,39899.4052314815,2009-03-27,09:43:32
19,39.983838299999995,116.30791,0,255.9,39899.4052546296,2009-03-27,09:43:34
20,39.98369829999999,116.30785829999999,0,255.9,39899.4052893519,2009-03-27,09:43:37
21,39.9836516,116.3078233,0,259.2,39899.4053125,2009-03-27,09:43:39
22,39.983645,116.3077949,0,259.2,39899.4053356481,2009-03-27,09:43:41
23,39.983655,116.3077449,0,259.2,39899.4053703704,2009-03-27,09:43:44
