Order,Latitude,Longitude,Unused,Altitude,Days,Date,Time
0,39.9788516,116.2539216,0,193.6,39884.4540856481,2009-03-12,10:53:53
1,39.978859899999996,116.25393659999999,0,193.6,39884.4542592593,2009-03-12,10:54:08
2,39.9788566,116.2538916,0,193.6,39884.4542939815,2009-03-12,10:54:11
3,39.9788849,116.25390829999999,0,193.6,39884.4543287037,2009-03-12,10:54:14
4,39.9789299,116.2539733,0,193.6,39884.454363425895,2009-03-12,10:54:17
5,39.978986600000006,116.2540749,0,193.6,39884.454398148104,2009-03-12,10:54:20
6,39.9790416,116.25410500000001,0,193.6,39884.4544328704,2009-03-12,10:54:23
7,39.9790833,116.25413490000001,0,193.6,39884.4544675926,2009-03-12,10:54:26
8,39.979116600000005,116.2541449,0,193.6,39884.4545023148,2009-03-12,10:54:29
9,39.9791683,116.2541716,0,193.6,39884.454537037,2009-03-12,10:54:32
10,39.9791916,116.25417990000001,0,193.6,39884.4545717593,2009-03-12,10:54:35
11,39.9792066,116.25418329999998,0,193.6,39884.4546064815,2009-03-12,10:54:38
12,39.9792183,116.2541933,0,193.6,39884.4546412037,2009-03-12,10:54:41
13,39.979255,116.254245,0,193.6,39884.454675925896,2009-03-12,10:54:44
14,39.9793033,116.2543183,0,193.6,39884.454710648104,2009-03-12,10:54:47
15,39.9793233,116.2543433,0,193.6,39884.4547453704,2009-03-12,10:54:50
16,39.9793349,116.25433000000001,0,193.6,39884.4547800926,2009-03-12,10:54:53
17,39.979361600000004,116.2544,0,193.6,39884.4548148148,2009-03-12,10:54:56
18,39.979381599999996,116.2544783,0,193.6,39884.454849537,2009-03-12,10:54:59
19,39.979395000000004,116.2545466,0,193.6,39884.4548842593,2009-03-12,10:55:02
20,39.97944329999999,116.2545916,0,193.6,39884.4549189815,2009-03-12,10:55:05
21,39.9795083,116.2546033,0,193.6,39884.4549537037,2009-03-12,10:55:08
22,39.97955,116.2546233,0,193.6,39884.454988425896,2009-03-12,10:55:11
23,39.979566600000005,116.2546383,0,193.6,39884.4550231481,2009-03-12,10:55:14
24,39.97959829999999,116.25468159999998,0,193.6,39884.4550578704,2009-03-12,10:55:17
25,39.979624900000005,116.25473500000001,0,193.6,39884.455092592594,2009-03-12,10:55:20
26,39.979665000000004,116.25478659999999,0,193.6,39884.4551273148,2009-03-12,10:55:23
27,39.979721600000005,116.25484990000001,0,193.6,39884.455162037004,2009-03-12,10:55:26
28,39.9797516,116.25488829999999,0,193.6,39884.4551967593,2009-03-12,10:55:29
29,39.9797733,116.2548916,0,193.6,39884.4552314815,2009-03-12,10:55:32
30,39.979786600000004,116.25490829999998,0,193.6,39884.4552662037,2009-03-12,10:55:35
31,39.9797966,116.25492990000001,0,193.6,39884.455300925896,2009-03-12,10:55:38
32,39.9798283,116.25495330000001,0,193.6,39884.4553356481,2009-03-12,10:55:41
33,39.979833299999996,116.2549916,0,193.6,39884.4553703704,2009-03-12,10:55:44
34,39.97984829999999,116.2550383,0,193.6,39884.455405092594,2009-03-12,10:55:47
35,39.9798799,116.25507160000001,0,193.6,39884.4554398148,2009-03-12,10:55:50
36,39.9799066,116.25513329999998,0,193.6,39884.455474537004,2009-03-12,10:55:53
37,39.979921600000004,116.2551616,0,193.6,39884.4555092593,2009-03-12,10:55:56
38,39.979968299999996,116.2551683,0,193.6,39884.4555439815,2009-03-12,10:55:59
39,39.9800049,116.2552033,0,193.6,39884.4555787037,2009-03-12,10:56:02
40,39.9800633,116.25523659999999,0,193.6,39884.4556134259,2009-03-12,10:56:05
41,39.9800916,116.25523829999999,0,193.6,39884.4556481481,2009-03-12,10:56:08
42,39.9801266,116.25523659999999,0,193.6,39884.4556828704,2009-03-12,10:56:11
43,39.9801516,116.2552249,0,193.6,39884.455717592595,2009-03-12,10:56:14
44,39.9801833,116.2551933,0,193.6,39884.4557523148,2009-03-12,10:56:17
45,39.9802016,116.25517659999998,0,193.6,39884.455787037004,2009-03-12,10:56:20
