Order,Latitude,Longitude,Unused,Altitude,Days,Date,Time
0,39.964555,116.26898329999999,0,111.5,39875.995706018504,2009-03-03,23:53:49
1,39.96447,116.26898329999999,0,111.5,39875.9957291667,2009-03-03,23:53:51
2,39.9643683,116.26898329999999,0,111.5,39875.9957523148,2009-03-03,23:53:53
3,39.964309899999996,116.26898490000002,0,111.5,39875.995775463,2009-03-03,23:53:55
4,39.964304999999996,116.26896,0,111.5,39875.9957986111,2009-03-03,23:53:57
5,39.964391600000006,116.26888490000002,0,111.5,39875.9958333333,2009-03-03,23:54:00
6,39.9644183,116.268945,0,111.5,39875.9958680556,2009-03-03,23:54:03
7,39.9643549,116.2690166,0,111.5,39875.995902777795,2009-03-03,23:54:06
8,39.964405,116.26903829999999,0,111.5,39875.9959375,2009-03-03,23:54:09
9,39.964436600000006,116.26905829999998,0,111.5,39875.995972222205,2009-03-03,23:54:12
10,39.9644349,116.26912,0,111.5,39875.9960069444,2009-03-03,23:54:15
11,39.96439829999999,116.2692499,0,111.5,39875.9960416667,2009-03-03,23:54:18
12,39.964448299999994,116.26933829999999,0,111.5,39875.9960648148,2009-03-03,23:54:20
13,39.964424900000004,116.270375,0,111.5,39875.996215277795,2009-03-03,23:54:33
14,39.964363299999995,116.27016499999999,0,111.5,39875.99625,2009-03-03,23:54:36
15,39.9643799,116.27011329999999,0,111.5,39875.9962731482,2009-03-03,23:54:38
16,39.964411600000005,116.269975,0,111.5,39875.996296296296,2009-03-03,23:54:40
17,39.964521600000005,116.2698616,0,111.5,39875.9963310185,2009-03-03,23:54:43
18,39.96442329999999,116.26955500000001,0,111.5,39875.9963888889,2009-03-03,23:54:48
19,39.964424900000004,116.2694633,0,111.5,39875.9964236111,2009-03-03,23:54:51
20,39.9644016,116.2694216,0,111.5,39875.996469907404,2009-03-03,23:54:55
21,39.9643483,116.26935159999998,0,111.5,39875.9965046296,2009-03-03,23:54:58
22,39.964259999999996,116.269415,0,111.5,39875.9965393519,2009-03-03,23:55:01
23,39.964234999999995,116.26935490000001,0,111.5,39875.9965740741,2009-03-03,23:55:04
24,39.9643149,116.2692499,0,111.5,39875.9966087963,2009-03-03,23:55:07
25,39.9642783,116.26915829999999,0,111.5,39875.9966435185,2009-03-03,23:55:10
26,39.9642449,116.2691283,0,111.5,39875.9966666667,2009-03-03,23:55:12
27,39.9642183,116.26912659999998,0,111.5,39875.9966898148,2009-03-03,23:55:14
28,39.964205,116.2690966,0,111.5,39875.996724537,2009-03-03,23:55:17
29,39.9641533,116.26911489999999,0,111.5,39875.9967476852,2009-03-03,23:55:19
30,39.9641033,116.26916329999999,0,111.5,39875.996782407405,2009-03-03,23:55:22
31,39.9640616,116.26921829999999,0,111.5,39875.9968171296,2009-03-03,23:55:25
32,39.9640899,116.269155,0,111.5,39875.9968634259,2009-03-03,23:55:29
33,39.964093299999995,116.269015,0,111.5,39875.9972685185,2009-03-03,23:56:04
34,39.964055,116.26892659999999,0,105.0,39875.997291666696,2009-03-03,23:56:06
35,39.96399829999999,116.2689216,0,98.4,39875.9973148148,2009-03-03,23:56:08
36,39.9639483,116.26889990000001,0,91.9,39875.997337962996,2009-03-03,23:56:10
37,39.963823299999994,116.268805,0,82.0,39875.9973611111,2009-03-03,23:56:12
38,39.9637533,116.26884,0,72.2,39875.9973842593,2009-03-03,23:56:14
39,39.963983299999995,116.2689616,0,62.3,39875.9974537037,2009-03-03,23:56:20
40,39.9640416,116.26898329999999,0,62.3,39875.9974884259,2009-03-03,23:56:23
41,39.9641066,116.26899329999999,0,62.3,39875.9975115741,2009-03-03,23:56:25
42,39.9641716,116.26899499999999,0,62.3,39875.9975347222,2009-03-03,23:56:27
43,39.964220000000005,116.2690283,0,62.3,39875.9975578704,2009-03-03,23:56:29
44,39.96443,116.26894990000001,0,62.3,39875.9975925926,2009-03-03,23:56:32
45,39.964439899999995,116.26898329999999,0,62.3,39875.9977662037,2009-03-03,23:56:47
46,39.964439899999995,116.26898329999999,0,62.3,39875.9977777778,2009-03-03,23:56:48
47,39.9644416,116.26898490000002,0,62.3,39875.9978009259,2009-03-03,23:56:50
48,39.9644349,116.2690183,0,62.3,39875.9978356481,2009-03-03,23:56:53
49,39.964419899999996,116.2690449,0,62.3,39875.997870370404,2009-03-03,23:56:56
50,39.9643833,116.26910490000002,0,62.3,39875.9979050926,2009-03-03,23:56:59
51,39.9643583,116.2691183,0,62.3,39875.9980208333,2009-03-03,23:57:09
52,39.9643716,116.2691383,0,62.3,39875.9980555556,2009-03-03,23:57:12
53,39.9644099,116.2691999,0,62.3,39875.9980902778,2009-03-03,23:57:15
54,39.964475,116.26932659999999,0,62.3,39875.998125,2009-03-03,23:57:18
55,39.964541600000004,116.2693716,0,62.3,39875.9981481481,2009-03-03,23:57:20
56,39.96459829999999,116.26943829999999,0,62.3,39875.9981712963,2009-03-03,23:57:22
57,39.964658299999996,116.26950659999999,0,62.3,39875.9981944444,2009-03-03,23:57:24
58,39.96471,116.26955990000002,0,62.3,39875.9982175926,2009-03-03,23:57:26
59,39.964538299999994,116.26938159999999,0,62.3,39875.9982407407,2009-03-03,23:57:28
60,39.964451600000004,116.26933000000001,0,62.3,39875.998680555604,2009-03-03,23:58:06
61,39.964451600000004,116.26933000000001,0,62.3,39875.998993055604,2009-03-03,23:58:33
62,39.9644549,116.26933490000002,0,62.3,39875.9990162037,2009-03-03,23:58:35
63,39.9644633,116.26935159999998,0,62.3,39875.9990509259,2009-03-03,23:58:38
64,39.964445,116.26932659999999,0,62.3,39875.999259259304,2009-03-03,23:58:56
65,39.964451600000004,116.2693166,0,62.3,39875.9992939815,2009-03-03,23:58:59
66,39.9644383,116.26926329999999,0,62.3,39875.9993402778,2009-03-03,23:59:03
67,39.9644349,116.26923329999998,0,62.3,39875.999375,2009-03-03,23:59:06
68,39.964419899999996,116.26920659999999,0,62.3,39875.9998726852,2009-03-03,23:59:49
69,39.9644099,116.2692366,0,62.3,39875.9999537037,2009-03-03,23:59:56
70,39.964391600000006,116.2692416,0,62.3,39875.9999884259,2009-03-03,23:59:59
71,39.964394899999995,116.26923159999998,0,62.3,39876.0000347222,2009-03-04,00:00:03
