Order,Latitude,Longitude,Unused,Altitude,Days,Date,Time
0,40.371344,116.855698,0,492,39857.171446759305,2009-02-13,04:06:53
1,40.371351000000004,116.85544399999999,0,492,39857.1714583333,2009-02-13,04:06:54
2,40.371285,116.855443,0,494,39857.1714699074,2009-02-13,04:06:55
3,40.371334000000004,116.85525,0,496,39857.1714814815,2009-02-13,04:06:56
4,40.371266999999996,116.855356,0,494,39857.1715046296,2009-02-13,04:06:58
5,40.371231,116.855446,0,495,39857.1715277778,2009-02-13,04:07:00
6,40.371238,116.855511,0,496,39857.1715509259,2009-02-13,04:07:02
7,40.371224,116.85561499999999,0,497,39857.1715740741,2009-02-13,04:07:04
8,40.371208,116.855678,0,498,39857.1715856481,2009-02-13,04:07:05
9,40.371165999999995,116.855729,0,499,39857.1716087963,2009-02-13,04:07:07
10,40.371167,116.855654,0,500,39857.1716319444,2009-02-13,04:07:09
11,40.371179,116.85558300000001,0,503,39857.1716898148,2009-02-13,04:07:14
12,40.371185,116.855521,0,505,39857.171712963,2009-02-13,04:07:16
13,40.371161,116.85547700000001,0,507,39857.1717708333,2009-02-13,04:07:21
14,40.371165000000005,116.85537099999999,0,500,39857.1717824074,2009-02-13,04:07:22
15,40.371145,116.855282,0,501,39857.1718055556,2009-02-13,04:07:24
16,40.37115,116.855171,0,501,39857.1718171296,2009-02-13,04:07:25
17,40.371187,116.85508200000001,0,503,39857.1718634259,2009-02-13,04:07:29
18,40.371228,116.85503700000001,0,504,39857.171875,2009-02-13,04:07:30
19,40.371274,116.85501699999999,0,504,39857.1718865741,2009-02-13,04:07:31
20,40.371331,116.855029,0,505,39857.1718981481,2009-02-13,04:07:32
21,40.371394,116.85502,0,505,39857.1719097222,2009-02-13,04:07:33
22,40.371458000000004,116.855015,0,506,39857.1719212963,2009-02-13,04:07:34
23,40.37153,116.85501299999999,0,506,39857.1719328704,2009-02-13,04:07:35
24,40.371612,116.855011,0,507,39857.1719444444,2009-02-13,04:07:36
25,40.371694,116.855011,0,507,39857.1719560185,2009-02-13,04:07:37
26,40.371784999999996,116.85501000000001,0,508,39857.1719675926,2009-02-13,04:07:38
27,40.371881,116.855005,0,509,39857.1719791667,2009-02-13,04:07:39
28,40.371978999999996,116.855002,0,509,39857.171990740695,2009-02-13,04:07:40
29,40.372079,116.854995,0,510,39857.1720023148,2009-02-13,04:07:41
30,40.372181,116.854979,0,510,39857.1720138889,2009-02-13,04:07:42
31,40.372283,116.854975,0,511,39857.172025463,2009-02-13,04:07:43
32,40.372388,116.85496499999999,0,511,39857.172037037,2009-02-13,04:07:44
33,40.372503,116.854933,0,514,39857.1720486111,2009-02-13,04:07:45
34,40.372611,116.85491499999999,0,514,39857.1720601852,2009-02-13,04:07:46
35,40.3727,116.854909,0,515,39857.172071759305,2009-02-13,04:07:47
36,40.37279,116.85489799999999,0,516,39857.1720833333,2009-02-13,04:07:48
37,40.373336,116.854082,0,531,39857.1723148148,2009-02-13,04:08:08
38,40.373408000000005,116.85403000000001,0,532,39857.1723263889,2009-02-13,04:08:09
39,40.373459000000004,116.854049,0,532,39857.172337963,2009-02-13,04:08:10
40,40.373519,116.854079,0,533,39857.1723611111,2009-02-13,04:08:12
41,40.373556,116.85415400000001,0,533,39857.1723842593,2009-02-13,04:08:14
42,40.373622,116.854174,0,534,39857.1724074074,2009-02-13,04:08:16
43,40.373699,116.85418999999999,0,535,39857.1724305556,2009-02-13,04:08:18
44,40.373833000000005,116.85448400000001,0,532,39857.1724537037,2009-02-13,04:08:20
45,40.373886999999996,116.85453799999999,0,532,39857.1724652778,2009-02-13,04:08:21
46,40.373939,116.85459099999999,0,532,39857.1724768518,2009-02-13,04:08:22
47,40.373985,116.854652,0,531,39857.1724884259,2009-02-13,04:08:23
48,40.374026,116.854745,0,531,39857.1725115741,2009-02-13,04:08:25
49,40.374279,116.85463,0,532,39857.1725231481,2009-02-13,04:08:26
50,40.374589,116.85451699999999,0,533,39857.1725347222,2009-02-13,04:08:27
51,40.374853,116.854601,0,494,39857.1725578704,2009-02-13,04:08:29
52,40.375175,116.854446,0,530,39857.172569444396,2009-02-13,04:08:30
53,40.37525,116.85439699999999,0,545,39857.1725810185,2009-02-13,04:08:31
54,40.375206,116.85443500000001,0,541,39857.172615740696,2009-02-13,04:08:34
55,40.375152,116.85437900000001,0,562,39857.1726273148,2009-02-13,04:08:35
56,40.375067,116.854234,0,614,39857.1726388889,2009-02-13,04:08:36
57,40.375546,116.85423,0,634,39857.1726967593,2009-02-13,04:08:41
58,40.375667,116.854023,0,668,39857.1727083333,2009-02-13,04:08:42
59,40.375838,116.85396000000001,0,673,39857.1727199074,2009-02-13,04:08:43
60,40.375982,116.853971,0,668,39857.1727314815,2009-02-13,04:08:44
61,40.376132,116.854018,0,659,39857.1727430556,2009-02-13,04:08:45
62,40.376257,116.85401599999999,0,658,39857.1727546296,2009-02-13,04:08:46
63,40.376419,116.854134,0,639,39857.1727662037,2009-02-13,04:08:47
64,40.376513,116.854148,0,637,39857.1727777778,2009-02-13,04:08:48
65,40.376606,116.85415900000001,0,636,39857.172789351804,2009-02-13,04:08:49
66,40.376712,116.854153,0,636,39857.172800925895,2009-02-13,04:08:50
67,40.376819,116.854147,0,629,39857.1728125,2009-02-13,04:08:51
68,40.376874,116.85416399999998,0,624,39857.1728240741,2009-02-13,04:08:52
69,40.376929,116.854183,0,620,39857.1728356481,2009-02-13,04:08:53
70,40.376968,116.85423300000001,0,616,39857.1728587963,2009-02-13,04:08:55
71,40.377044,116.854257,0,614,39857.172881944396,2009-02-13,04:08:57
72,40.377074,116.854303,0,612,39857.1728935185,2009-02-13,04:08:58
73,40.377115,116.854456,0,606,39857.1729050926,2009-02-13,04:08:59
74,40.377173,116.854607,0,600,39857.1729166667,2009-02-13,04:09:00
75,40.377229,116.85461699999999,0,598,39857.172928240696,2009-02-13,04:09:01
76,40.377294,116.85463899999999,0,597,39857.1729398148,2009-02-13,04:09:02
77,40.377364,116.85466399999999,0,596,39857.1729513889,2009-02-13,04:09:03
78,40.377421000000005,116.85470600000001,0,592,39857.172962963,2009-02-13,04:09:04
79,40.377503000000004,116.854703,0,592,39857.172974537,2009-02-13,04:09:05
80,40.377587,116.854698,0,591,39857.1729861111,2009-02-13,04:09:06
81,40.377689000000004,116.854716,0,589,39857.1729976852,2009-02-13,04:09:07
82,40.377779,116.85476799999999,0,588,39857.1730092593,2009-02-13,04:09:08
83,40.377877000000005,116.854848,0,587,39857.1730208333,2009-02-13,04:09:09
84,40.377984999999995,116.85498100000001,0,584,39857.1730324074,2009-02-13,04:09:10
85,40.378107,116.855201,0,581,39857.1730439815,2009-02-13,04:09:11
86,40.378223999999996,116.85533799999999,0,578,39857.1730555556,2009-02-13,04:09:12
87,40.378338,116.855398,0,576,39857.1730671296,2009-02-13,04:09:13
88,40.378448,116.855429,0,575,39857.1730787037,2009-02-13,04:09:14
89,40.378557,116.855453,0,574,39857.1730902778,2009-02-13,04:09:15
90,40.378659000000006,116.855465,0,572,39857.173101851804,2009-02-13,04:09:16
91,40.378762,116.855475,0,571,39857.173113425895,2009-02-13,04:09:17
92,40.378863,116.855425,0,570,39857.173125,2009-02-13,04:09:18
93,40.378963,116.85543100000001,0,572,39857.1731365741,2009-02-13,04:09:19
94,40.379036,116.85548700000001,0,571,39857.173148148104,2009-02-13,04:09:20
95,40.379106,116.855534,0,571,39857.1731597222,2009-02-13,04:09:21
96,40.3798,116.85283700000001,0,286,39857.1731828704,2009-02-13,04:09:23
97,40.379846,116.852833,0,284,39857.173194444396,2009-02-13,04:09:24
98,40.379933,116.852841,0,285,39857.1732175926,2009-02-13,04:09:26
99,40.379979,116.852845,0,282,39857.1732291667,2009-02-13,04:09:27
100,40.380003,116.852853,0,311,39857.173240740696,2009-02-13,04:09:28
101,40.380054,116.852857,0,309,39857.1732523148,2009-02-13,04:09:29
102,40.380117,116.852873,0,311,39857.1732638889,2009-02-13,04:09:30
103,40.380169,116.852897,0,310,39857.173275463,2009-02-13,04:09:31
104,40.380228,116.85291399999998,0,308,39857.173287037,2009-02-13,04:09:32
105,40.380307,116.85293,0,306,39857.1732986111,2009-02-13,04:09:33
106,40.380402000000004,116.852938,0,305,39857.1733101852,2009-02-13,04:09:34
107,40.380506,116.852948,0,299,39857.1733217593,2009-02-13,04:09:35
108,40.380604,116.852952,0,300,39857.1733333333,2009-02-13,04:09:36
109,40.380702,116.852953,0,299,39857.1733449074,2009-02-13,04:09:37
110,40.380802,116.85296000000001,0,297,39857.1733564815,2009-02-13,04:09:38
111,40.380905,116.852966,0,296,39857.1733680556,2009-02-13,04:09:39
112,40.381012,116.85296799999999,0,294,39857.1733796296,2009-02-13,04:09:40
113,40.381116999999996,116.85296699999999,0,292,39857.1733912037,2009-02-13,04:09:41
114,40.381221999999994,116.852972,0,291,39857.1734027778,2009-02-13,04:09:42
115,40.381359,116.853001,0,285,39857.173414351804,2009-02-13,04:09:43
116,40.381468,116.853008,0,284,39857.173425925896,2009-02-13,04:09:44
117,40.381578999999995,116.85301899999999,0,285,39857.1734375,2009-02-13,04:09:45
118,40.381692,116.853021,0,280,39857.1734490741,2009-02-13,04:09:46
119,40.381805,116.85303700000001,0,269,39857.173460648104,2009-02-13,04:09:47
120,40.381890999999996,116.853039,0,270,39857.1734722222,2009-02-13,04:09:48
121,40.381972999999995,116.85303300000001,0,273,39857.1734837963,2009-02-13,04:09:49
122,40.382023,116.853039,0,265,39857.1734953704,2009-02-13,04:09:50
123,40.382055,116.85304,0,253,39857.1735069444,2009-02-13,04:09:51
124,40.382081,116.85305600000001,0,224,39857.1735300926,2009-02-13,04:09:53
125,40.382081,116.85305600000001,0,224,39857.1735648148,2009-02-13,04:09:56
126,40.382082000000004,116.853054,0,219,39857.173587963,2009-02-13,04:09:58
127,40.38212,116.853044,0,223,39857.1736458333,2009-02-13,04:10:03
128,40.382173,116.85304599999999,0,186,39857.1736574074,2009-02-13,04:10:04
129,40.382224,116.85304599999999,0,166,39857.1736689815,2009-02-13,04:10:05
130,40.38227,116.853043,0,158,39857.1736805556,2009-02-13,04:10:06
131,40.382346999999996,116.85303700000001,0,163,39857.1737037037,2009-02-13,04:10:08
132,40.382389,116.85303300000001,0,172,39857.1737152778,2009-02-13,04:10:09
133,40.382451,116.853027,0,171,39857.173726851805,2009-02-13,04:10:10
134,40.382508,116.85301799999999,0,175,39857.173738425896,2009-02-13,04:10:11
135,40.382573,116.85300900000001,0,178,39857.17375,2009-02-13,04:10:12
136,40.382643,116.852999,0,182,39857.1737615741,2009-02-13,04:10:13
137,40.382715000000005,116.85298799999998,0,188,39857.1737731481,2009-02-13,04:10:14
138,40.382788,116.852976,0,194,39857.1737847222,2009-02-13,04:10:15
139,40.382869,116.85296399999999,0,199,39857.1737962963,2009-02-13,04:10:16
140,40.382956,116.852954,0,197,39857.1738078704,2009-02-13,04:10:17
141,40.383045,116.852942,0,197,39857.1738194444,2009-02-13,04:10:18
142,40.383134000000005,116.85293100000001,0,200,39857.1738310185,2009-02-13,04:10:19
143,40.38324,116.85290900000001,0,203,39857.173842592594,2009-02-13,04:10:20
144,40.383345,116.85288899999999,0,201,39857.1738541667,2009-02-13,04:10:21
145,40.383448,116.85287199999999,0,201,39857.1738657407,2009-02-13,04:10:22
146,40.383561,116.852856,0,198,39857.1738773148,2009-02-13,04:10:23
147,40.383671,116.85283799999999,0,200,39857.1738888889,2009-02-13,04:10:24
148,40.383784000000006,116.852819,0,201,39857.173900463,2009-02-13,04:10:25
149,40.383897,116.852804,0,203,39857.173912037004,2009-02-13,04:10:26
150,40.384013,116.85278400000001,0,205,39857.173923611095,2009-02-13,04:10:27
151,40.384132,116.85276200000001,0,205,39857.1739351852,2009-02-13,04:10:28
152,40.38425,116.852741,0,207,39857.1739467593,2009-02-13,04:10:29
153,40.384365,116.852721,0,207,39857.173958333304,2009-02-13,04:10:30
154,40.384484,116.852704,0,210,39857.1739699074,2009-02-13,04:10:31
155,40.384603000000006,116.85268500000001,0,212,39857.1739814815,2009-02-13,04:10:32
156,40.384713,116.852659,0,213,39857.1739930556,2009-02-13,04:10:33
157,40.384822,116.852645,0,215,39857.174004629596,2009-02-13,04:10:34
158,40.384927000000005,116.852632,0,217,39857.1740162037,2009-02-13,04:10:35
