Order,Latitude,Longitude,Unused,Altitude,Days,Date,Time
0,39.950749,116.801336,0,71,39918.002905092595,2009-04-15,00:04:11
1,39.95078,116.800995,0,64,39918.0100231481,2009-04-15,00:14:26
2,39.95074,116.800868,0,65,39918.0100810185,2009-04-15,00:14:31
3,39.950706,116.80076399999999,0,62,39918.0101388889,2009-04-15,00:14:36
4,39.950707,116.800675,0,62,39918.0101967593,2009-04-15,00:14:41
5,39.950602,116.80068899999999,0,70,39918.0102546296,2009-04-15,00:14:46
6,39.950428,116.80069099999999,0,81,39918.0103125,2009-04-15,00:14:51
7,39.950354,116.800683,0,85,39918.0103703704,2009-04-15,00:14:56
8,39.950183,116.80067,0,94,39918.0104282407,2009-04-15,00:15:01
9,39.950111,116.800657,0,101,39918.010486111096,2009-04-15,00:15:06
10,39.94977,116.800726,0,108,39918.0105439815,2009-04-15,00:15:11
11,39.949525,116.800711,0,122,39918.0106018518,2009-04-15,00:15:16
12,39.949401,116.80073300000001,0,140,39918.010659722204,2009-04-15,00:15:21
13,39.949247,116.80077800000001,0,155,39918.010717592595,2009-04-15,00:15:26
14,39.949101,116.800795,0,162,39918.010775463,2009-04-15,00:15:31
15,39.948976,116.80079099999999,0,167,39918.0108333333,2009-04-15,00:15:36
16,39.948924,116.80080500000001,0,165,39918.0108912037,2009-04-15,00:15:41
17,39.948873999999996,116.80085,0,160,39918.0109490741,2009-04-15,00:15:46
18,39.948858,116.800852,0,163,39918.0110069444,2009-04-15,00:15:51
19,39.948845,116.80085600000001,0,165,39918.0110648148,2009-04-15,00:15:56
20,39.94882,116.80086200000001,0,166,39918.0111226852,2009-04-15,00:16:01
21,39.948796,116.800875,0,166,39918.0111805556,2009-04-15,00:16:06
22,39.94876,116.800886,0,167,39918.0112384259,2009-04-15,00:16:11
23,39.948722,116.80089199999999,0,167,39918.011296296296,2009-04-15,00:16:16
24,39.948640000000005,116.80091200000001,0,163,39918.0113541667,2009-04-15,00:16:21
25,39.948586999999996,116.80093000000001,0,159,39918.011412037005,2009-04-15,00:16:26
26,39.948473,116.80093000000001,0,161,39918.011469907404,2009-04-15,00:16:31
27,39.948349,116.800925,0,159,39918.011527777795,2009-04-15,00:16:36
28,39.948282,116.80091999999999,0,156,39918.0115856482,2009-04-15,00:16:41
29,39.948245,116.800921,0,155,39918.011643518505,2009-04-15,00:16:46
30,39.948199,116.800924,0,154,39918.0117013889,2009-04-15,00:16:51
31,39.948122999999995,116.80088500000001,0,150,39918.0117592593,2009-04-15,00:16:56
32,39.94809,116.800793,0,151,39918.0118171296,2009-04-15,00:17:01
33,39.948053,116.80073200000001,0,151,39918.011875,2009-04-15,00:17:06
34,39.948048,116.80066299999999,0,151,39918.0119328704,2009-04-15,00:17:11
35,39.948046999999995,116.800627,0,150,39918.0119907407,2009-04-15,00:17:16
36,39.948021000000004,116.800546,0,144,39918.0120486111,2009-04-15,00:17:21
37,39.947982,116.80053400000001,0,139,39918.012106481496,2009-04-15,00:17:26
38,39.947977,116.80053600000001,0,138,39918.0121643519,2009-04-15,00:17:31
39,39.947977,116.80053600000001,0,138,39918.0121990741,2009-04-15,00:17:34
40,39.947969,116.800537,0,137,39918.012222222205,2009-04-15,00:17:36
41,39.947958,116.80053899999999,0,137,39918.0122800926,2009-04-15,00:17:41
42,39.947926,116.80050800000001,0,136,39918.012337962995,2009-04-15,00:17:46
43,39.947919,116.800498,0,136,39918.0123958333,2009-04-15,00:17:51
44,39.947902,116.800471,0,137,39918.012453703705,2009-04-15,00:17:56
45,39.947866999999995,116.80043899999998,0,137,39918.0125115741,2009-04-15,00:18:01
46,39.947798,116.80036399999999,0,134,39918.0125694444,2009-04-15,00:18:06
47,39.947734999999994,116.800293,0,128,39918.0126273148,2009-04-15,00:18:11
48,39.947720000000004,116.800221,0,131,39918.012685185204,2009-04-15,00:18:16
49,39.947724,116.800177,0,138,39918.0127430556,2009-04-15,00:18:21
50,39.947706,116.800195,0,139,39918.0128009259,2009-04-15,00:18:26
51,39.947706,116.800195,0,139,39918.0128356481,2009-04-15,00:18:29
52,39.947706,116.80019399999999,0,139,39918.0128587963,2009-04-15,00:18:31
53,39.947734000000004,116.80011,0,145,39918.012916666696,2009-04-15,00:18:36
54,39.947703999999995,116.80006000000002,0,145,39918.012974537,2009-04-15,00:18:41
55,39.947675,116.80001599999999,0,150,39918.013032407405,2009-04-15,00:18:46
56,39.947569,116.799916,0,161,39918.0130902778,2009-04-15,00:18:51
57,39.947396000000005,116.799834,0,145,39918.0131481481,2009-04-15,00:18:56
58,39.947378,116.799679,0,146,39918.0132060185,2009-04-15,00:19:01
59,39.947282,116.799559,0,135,39918.013263888904,2009-04-15,00:19:06
60,39.947223,116.799347,0,134,39918.0133217593,2009-04-15,00:19:11
61,39.947177,116.799168,0,136,39918.0133796296,2009-04-15,00:19:16
62,39.947127,116.79903700000001,0,139,39918.0134375,2009-04-15,00:19:21
63,39.947105,116.79885,0,139,39918.013495370404,2009-04-15,00:19:26
64,39.947084999999994,116.798645,0,151,39918.0135532407,2009-04-15,00:19:31
65,39.947065,116.79841599999999,0,161,39918.0136111111,2009-04-15,00:19:36
66,39.947047,116.79816399999999,0,167,39918.0136689815,2009-04-15,00:19:41
67,39.947047999999995,116.797827,0,163,39918.0137268519,2009-04-15,00:19:46
68,39.947046,116.797547,0,160,39918.0137847222,2009-04-15,00:19:51
69,39.947055,116.79733799999998,0,160,39918.0138425926,2009-04-15,00:19:56
70,39.947044,116.797091,0,156,39918.013900463,2009-04-15,00:20:01
71,39.947036,116.79682700000001,0,142,39918.0139583333,2009-04-15,00:20:06
72,39.947024,116.796559,0,135,39918.0140162037,2009-04-15,00:20:11
73,39.94699,116.79633000000001,0,134,39918.014074074104,2009-04-15,00:20:16
74,39.946959,116.796075,0,138,39918.0141319444,2009-04-15,00:20:21
75,39.946956,116.795827,0,127,39918.0141898148,2009-04-15,00:20:26
76,39.946961,116.79560900000001,0,127,39918.0142476852,2009-04-15,00:20:31
77,39.94695,116.795375,0,124,39918.014305555604,2009-04-15,00:20:36
78,39.94696,116.79512199999999,0,123,39918.0143634259,2009-04-15,00:20:41
79,39.946940999999995,116.79493300000001,0,125,39918.0144212963,2009-04-15,00:20:46
80,39.946889,116.794731,0,129,39918.0144791667,2009-04-15,00:20:51
81,39.946871,116.79448500000001,0,125,39918.014537037,2009-04-15,00:20:56
82,39.946834,116.79418899999999,0,132,39918.0145949074,2009-04-15,00:21:01
83,39.94679,116.793894,0,135,39918.0146527778,2009-04-15,00:21:06
84,39.94677,116.793645,0,139,39918.0147106481,2009-04-15,00:21:11
85,39.946732,116.793402,0,142,39918.0147685185,2009-04-15,00:21:16
86,39.946697,116.79306100000001,0,141,39918.0148263889,2009-04-15,00:21:21
87,39.946726,116.79271100000001,0,128,39918.014884259304,2009-04-15,00:21:26
88,39.946739,116.792387,0,118,39918.0149421296,2009-04-15,00:21:31
89,39.946729,116.79211000000001,0,113,39918.015,2009-04-15,00:21:36
90,39.946705,116.79180600000001,0,110,39918.0150578704,2009-04-15,00:21:41
