Order,Latitude,Longitude,Unused,Altitude,Days,Date,Time
0,39.999855,116.326977,0,285,39927.7164583333,2009-04-24,17:11:42
1,39.999779,116.32687299999999,0,340,39927.7165162037,2009-04-24,17:11:47
2,39.999790000000004,116.326903,0,312,39927.716574074104,2009-04-24,17:11:52
3,39.999807000000004,116.32691200000001,0,302,39927.7166319444,2009-04-24,17:11:57
4,39.999834,116.326926,0,301,39927.7166898148,2009-04-24,17:12:02
5,39.999843,116.32693300000001,0,279,39927.7167476852,2009-04-24,17:12:07
6,39.999866,116.327003,0,267,39927.7168055556,2009-04-24,17:12:12
7,39.999897999999995,116.327027,0,228,39927.7168634259,2009-04-24,17:12:17
8,39.999882,116.326904,0,198,39927.7169212963,2009-04-24,17:12:22
9,39.999901,116.326748,0,180,39927.7169791667,2009-04-24,17:12:27
10,39.999887,116.32658,0,168,39927.717037037,2009-04-24,17:12:32
11,39.999864,116.326429,0,159,39927.7170949074,2009-04-24,17:12:37
12,39.999882,116.32628799999999,0,154,39927.7171527778,2009-04-24,17:12:42
13,39.999873,116.32611899999999,0,150,39927.7172106481,2009-04-24,17:12:47
14,39.999876,116.32596399999998,0,144,39927.7172685185,2009-04-24,17:12:52
15,39.999884,116.32582099999999,0,136,39927.7173263889,2009-04-24,17:12:57
16,39.999881,116.32566399999999,0,125,39927.717384259304,2009-04-24,17:13:02
17,39.999851,116.325476,0,126,39927.7174421296,2009-04-24,17:13:07
18,39.999851,116.325299,0,127,39927.7175,2009-04-24,17:13:12
19,39.999838000000004,116.32511000000001,0,128,39927.7175578704,2009-04-24,17:13:17
20,39.99988,116.324954,0,117,39927.7176157407,2009-04-24,17:13:22
21,39.999894,116.324848,0,108,39927.7176736111,2009-04-24,17:13:27
22,39.999885,116.324675,0,106,39927.7177314815,2009-04-24,17:13:32
23,39.999924,116.32456499999999,0,101,39927.7177893519,2009-04-24,17:13:37
24,39.99993,116.32442900000001,0,92,39927.7178472222,2009-04-24,17:13:42
25,39.999883000000004,116.32420900000001,0,82,39927.7179050926,2009-04-24,17:13:47
26,39.9999,116.32401599999999,0,76,39927.717962963,2009-04-24,17:13:52
27,39.999913,116.32384099999999,0,71,39927.7180208333,2009-04-24,17:13:57
28,39.999899,116.323632,0,61,39927.7180787037,2009-04-24,17:14:02
29,39.999868,116.323422,0,63,39927.7181365741,2009-04-24,17:14:07
30,39.999882,116.323241,0,57,39927.7181944444,2009-04-24,17:14:12
31,39.999871,116.32304599999999,0,56,39927.7182523148,2009-04-24,17:14:17
32,39.999848,116.32284299999999,0,46,39927.7183101852,2009-04-24,17:14:22
33,39.999855,116.322645,0,33,39927.7183680556,2009-04-24,17:14:27
34,39.999849,116.322387,0,37,39927.7184259259,2009-04-24,17:14:32
35,39.999947999999996,116.32222,0,36,39927.7184837963,2009-04-24,17:14:37
36,40.000081,116.322166,0,23,39927.7185416667,2009-04-24,17:14:42
37,40.000215999999995,116.322143,0,-3,39927.718599537,2009-04-24,17:14:47
38,40.000332,116.322111,0,-4,39927.7186574074,2009-04-24,17:14:52
39,40.000471999999995,116.32211000000001,0,6,39927.7187152778,2009-04-24,17:14:57
40,40.000584,116.32211399999998,0,7,39927.7187731481,2009-04-24,17:15:02
41,40.000721999999996,116.322055,0,-6,39927.7188310185,2009-04-24,17:15:07
42,40.000875,116.32204899999999,0,-7,39927.7188888889,2009-04-24,17:15:12
