Order,Latitude,Longitude,Unused,Altitude,Days,Date,Time
0,40.007597,116.319814,0,156,39940.1125694444,2009-05-07,02:42:06
1,40.007601,116.319787,0,158,39940.1126273148,2009-05-07,02:42:11
2,40.007566,116.31973700000002,0,161,39940.1126851852,2009-05-07,02:42:16
3,40.00744,116.31976599999999,0,156,39940.1127430556,2009-05-07,02:42:21
4,40.007354,116.319933,0,154,39940.1128009259,2009-05-07,02:42:26
5,40.007346999999996,116.320148,0,151,39940.112858796296,2009-05-07,02:42:31
6,40.007345,116.32041799999999,0,153,39940.1129166667,2009-05-07,02:42:36
7,40.007335999999995,116.320626,0,151,39940.112974537005,2009-05-07,02:42:41
8,40.007402,116.320894,0,152,39940.113032407404,2009-05-07,02:42:46
9,40.007366999999995,116.321129,0,145,39940.113090277795,2009-05-07,02:42:51
10,40.007197,116.321106,0,142,39940.1131481482,2009-05-07,02:42:56
11,40.006978000000004,116.32113000000001,0,138,39940.113206018505,2009-05-07,02:43:01
12,40.006753,116.321147,0,134,39940.1132638889,2009-05-07,02:43:06
13,40.006547,116.32118700000001,0,140,39940.1133217593,2009-05-07,02:43:11
14,40.006345,116.32118700000001,0,139,39940.1133796296,2009-05-07,02:43:16
15,40.006158,116.32121299999999,0,146,39940.1134375,2009-05-07,02:43:21
16,40.005955,116.321274,0,150,39940.1134953704,2009-05-07,02:43:26
17,40.005805,116.32122199999999,0,154,39940.1135532407,2009-05-07,02:43:31
18,40.005614,116.321219,0,155,39940.1136111111,2009-05-07,02:43:36
19,40.005431,116.32123600000001,0,160,39940.113668981496,2009-05-07,02:43:41
20,40.005241,116.321276,0,166,39940.1137268519,2009-05-07,02:43:46
21,40.00507,116.321281,0,169,39940.113784722205,2009-05-07,02:43:51
22,40.004917,116.32129099999999,0,173,39940.1138425926,2009-05-07,02:43:56
23,40.004757,116.321257,0,179,39940.113900462995,2009-05-07,02:44:01
24,40.004557,116.321275,0,180,39940.1139583333,2009-05-07,02:44:06
25,40.004366,116.321307,0,178,39940.114016203705,2009-05-07,02:44:11
26,40.004159,116.32133400000001,0,186,39940.1140740741,2009-05-07,02:44:16
27,40.003978000000004,116.321343,0,176,39940.1141319444,2009-05-07,02:44:21
28,40.003795000000004,116.32134599999999,0,167,39940.1141898148,2009-05-07,02:44:26
29,40.003617,116.32133799999998,0,165,39940.114247685204,2009-05-07,02:44:31
30,40.003407,116.321367,0,146,39940.1143055556,2009-05-07,02:44:36
31,40.003209000000005,116.32139,0,151,39940.1143634259,2009-05-07,02:44:41
32,40.003001,116.321421,0,145,39940.1144212963,2009-05-07,02:44:46
33,40.002821000000004,116.321424,0,150,39940.114479166696,2009-05-07,02:44:51
34,40.002624,116.321458,0,149,39940.114537037,2009-05-07,02:44:56
35,40.002418,116.321495,0,162,39940.114594907405,2009-05-07,02:45:01
36,40.00223,116.321527,0,166,39940.1146527778,2009-05-07,02:45:06
37,40.002024,116.32160900000001,0,155,39940.1147106481,2009-05-07,02:45:11
38,40.001826,116.321602,0,151,39940.1147685185,2009-05-07,02:45:16
39,40.001614000000004,116.321614,0,155,39940.114826388904,2009-05-07,02:45:21
40,40.001391999999996,116.321675,0,131,39940.1148842593,2009-05-07,02:45:26
41,40.001218,116.32164399999999,0,126,39940.1149421296,2009-05-07,02:45:31
42,40.001031,116.321671,0,134,39940.115,2009-05-07,02:45:36
